RES ID,SSN,pH,%N,%C,C % Inorg  ,C % Org,Am Ox_Al mg/kg,Am Ox-Fe mg/kg,AmOx-Mn/mg/kg,AmOx-Pmg/kg, Olsen P mg/kg,pbi no units,Caex cmolc/ kg soil,Kex cmolc/ kg soil,Mgex cmolc/ kg soil,Naex cmolc/ kg soil,ECEC cmolc/ kg soil,ICP OES Al mg/kg ,ICP OES Ca mg/kg ,ICP OES Co mg/kg ,ICP OES Cr mg/kg ,ICP OES Cu mg/kg ,ICP OES Fe mg/kg ,ICP OES K mg/kg ,ICP OES Mg mg/kg ,ICP OES Mn mg/kg ,ICP OES Na mg/kg ,ICP OES Ni mg/kg ,ICP OES P mg/kg ,ICP OES Pb mg/kg ,ICP OES S mg/kg ,ICP OES Zn mg/kg ,ICPMS As 75 mg/kg,ICP MS Se 78 mg/kg,ICP MS Mo 95 mg/kg,ICP MS Cd 114 mg/kg
S5556/845,icr041680,7.85,0.05,0.51,0.0,0.51,1352.7120000000002,1470.846,539.0509999999998,44.231,5.14,90.98,9.04,1.55592104874125,6.004157319070151,0.415762585726719,17.561484168505,44540.59102,2103.434928,8.492366846,39.32553235,21.6178659,26553.31938,9140.476959,6069.652243,809.3002658,161.789223,23.98790884,188.6471939,5.03401353,57.05185534,27.6253768,0.797249488447496,0.470686857393904,0.17192420920987506,0.028054747968838
S5556/856,icr041740,8.19,0.05,1.01,0.4,0.57,936.142,373.996,192.228,18.169,1.48,120.27,14.71,0.737347852464174,6.5402225492697,4.32619386684073,26.757068611064,20891.87768,16152.7668,5.387572057000001,17.98035509,6.387603662999999,10748.46873,3208.006972,5382.82554,316.9002662,941.0305049,12.01968404,75.84698376,3.552897222,158.4079968,14.30426765,0.901750623547591,0.485373507653218,0.09121480365895697,0.025599934913843
S5556/876,icr041820,8.06,0.04,0.69,0.2,0.47,2146.048,748.523,1127.44,25.714,3.52,102.11,30.84,0.910809465373175,9.97150671384489,9.43726326370757,39.3605172110979,42084.94489,13004.09525,8.991159759,30.9659646,11.75068395,22016.12938,7041.063058,9584.119047,1415.379191,2283.50212,19.5497357,117.2762609,7.408996926,2480.49424,24.74850808,0.847266943224636,0.6701028102171229,0.21136933586501894,0.039652576187713
S5556/885,icr041838,8.18,0.07,1.13,0.4,0.69,1083.474,409.453,250.452,120.501,4.4,129.97,15.25,1.04409074051813,2.7071755046286805,0.41640638938207103,18.031283404887198,21015.9477,15997.48801,5.594279303,18.87382712,9.017882392,11545.86474,5354.274568,5519.794076,378.8369271,112.0611532,13.88256433,207.0944127,3.644042954,141.2765186,17.1598975,0.8930675439618091,0.43024617291649,0.094558330270779,0.04519054574622098
S5556/890,icr041859,8.33,0.04,0.79,0.4,0.36,1479.463,758.301,506.445,-7.619,1.86,92.76,15.46,1.01494909855416,7.32460417033532,7.69280901914708,29.5351058450704,35612.72354,14055.818480000002,6.800556822999999,28.55566622,12.48303586,19045.34234,7327.8333900000025,7597.318976,775.1411372,1788.2353829999995,18.17968469,94.08374175,4.215896222,239.3969244,25.23897789,1.01545159468886,0.498914714492495,0.144906152439498,0.024787253021906003
S5556/896,icr041878,8.08,0.11,1.53,0.4,1.1,1267.337,484.292,239.943,145.026,6.8,121.48,15.45,1.1405714222869,2.17712514132894,0.457515301392515,16.307640944340697,19796.23415,15054.40925,7.771782982,19.32395455,10.33877985,13638.33513,5394.914771,5704.881791,373.2502375,154.6032486,14.00061243,239.2791629,4.508211373,180.6273854,20.78639306,0.82222513501582,0.559432239407152,0.093811124724793,0.059546305760485
S5556/897,icr041879,7.91,0.07,1.8,1.2,0.6,1041.86,418.774,162.602,119.183,3.36,211.75,17.92,0.579504263612485,3.16749516313516,1.33831794038294,18.330913722212802,18435.54702,36381.86293,7.40173974,17.84252743,11.45640343,12616.65526,4188.030072,5820.182477,332.3260703,329.06859669999994,13.73625422,216.7765279,3.758613268,235.5705027,18.30359279,1.0580673918051,0.571460839710407,0.09914921817529596,0.056090224047475004
S5556/906,icr041898,7.49,0.05,0.43,0.0,0.43,1331.34,1204.776,567.258,3.783,7.3,54.48,0.53,0.382463291447454,0.498541589138037,0.13067885926893,3.27466132445274,38989.21848,1734.572642,7.625918404,39.87856739,20.05691716,24218.53139,8005.307242,5391.189216,802.8298275000003,349.8106759,23.09106568,168.8780166,4.881121272,46.94113736,28.19788558,0.83532267647562,0.573126149942775,0.029053233830792006,0.02898101087946
S5556/907,icr041899,4.81,0.04,0.39,0.0,0.39,1090.755,1013.152,29.88300000000001,13.083,3.64,48.46,11.08,0.794230372420284,4.20029817074676,0.66268959029591,15.8214839496012,24284.94214,271.077433,3.993174523,32.47431539,6.371481782,15922.55388,3362.3854920000012,1229.630158,86.75710121,89.33920529,11.26935488,172.0453079,4.062583827,41.24098393,10.70324201,1.92075020337396,0.647399727222938,0.429466477021192,0.00017372679894
S5556/933,icr042025,5.98,0.1,1.16,0.0,1.16,983.576,2789.2070000000012,1169.02,339.089,1.32,135.43,5.09,0.235574702838742,3.51006999053693,0.076392167014796,11.6847898727304,19490.08996,1697.497628,7.964267826,12.40805118,9.077656746,21725.51668,1919.78599,1128.538095,1439.1661789999994,51.56141377,8.809555466,489.490854,15.64282298,98.33833498,68.09718868,2.24141418331417,1.78490272857531,1.03639139162106,0.058741099798988
S5556/998,icr042790,5.27,0.41,6.03,0.0,6.03,15245.28,6241.773,239.275,60.294,1.64,162.34,3.2,0.153605420747194,0.923685365480354,0.06464146015665799,4.07942664771764,118363.6987,977.9608762,6.281875198,459.5576159,17.27029457,104763.43606,786.9992591,1382.839314,379.7405007,39.38271521,22.47910784,554.155534,7.26395508,375.253949,14.57244811,4.52134505061819,1.19598545356059,0.321384932589102,0.001547056781667
S5556/999,icr042811,5.07,0.42,5.98,0.0,5.98,16265.13,5449.089,493.24,134.424,0.5,20.63,1.49,0.088658584721075,0.7743055367208391,0.056507783990427,1.5665349168505,105236.9651,1308.034664,8.564739513,185.428872,24.43115845,92400.45386,1004.133309,1717.7742859999994,718.2408082999997,45.43209997,28.89858856,717.3066732999997,11.89768739,387.8891211,26.94346254,9.74843544497231,1.43287085735408,0.31588212755034,0.012182618148405
S5556/1000,icr042836,5.02,0.32,5.33,0.0,5.33,13879.328,6345.3809999999985,302.954,65.003,0.62,229.14,1.5,0.110327280981526,0.5131321565110061,0.058982805152306,0.471874589343296,116298.3084,525.7060222,8.171213374,445.9871643,33.29095014,119226.2211,921.726045,1637.094546,500.2915387,45.22989639,34.52475859,707.6695728,12.7889219,298.2493877,20.97881328,6.05727888652645,1.41764582474229,0.40346564336471297,0.0006803957101050001
S5556/1001,icr042867,5.7,0.1,1.52,0.0,1.52,3839.602,3058.842,264.82,-13.867,0.66,79.19,5.7,0.17948470726348698,1.62477690351779,0.051232285395997,5.79362546665536,52683.78926000001,419.2361526,16.17929293,78.59356945,49.01359762,54409.53926000001,541.2611277999998,1163.642861,470.9313734,44.10695055,30.63401415,190.6647747,10.16083115,148.3256935,24.78494582,1.73057900817641,1.05469157906232,0.030098483059125,0.008817515302586
S5556/1002,icr042896,4.7,0.21,2.9,0.0,2.9,11184.11,3598.958,153.543,26.239,2.4,57.09,1.35,0.126527696907538,0.657083882822465,0.054195351975631,4.5630668241982,125105.16835,1779.531392,5.62262622,219.58047975,16.80301194,110908.80097,852.4579646,1312.646373,307.0650771,44.705004735,18.05380754,524.3275267,8.689260759,311.06808125,13.31192191,9.87129320638849,1.07215719072137,0.44116514431543896,0.009766973747213002
S5556/1003,icr042930,5.31,0.22,3.01,0.0,3.01,4980.078,4036.955,31.603,86.609,1.38,220.21,4.11,0.18469873472759696,1.10758876543921,0.05022855772846,4.57487052350247,53389.60777,425.8560812,8.42583974,165.8111994,25.30577462,40557.63113,1037.602649,1174.460763,141.7757292,56.52575797,39.70641746,375.4763041,14.73534012,244.5259501,29.17575953,2.56298611823273,1.2422033288226002,0.374685579984459,0.009713156786258002
S5556/1004,icr042947,5.2,0.31,5.25,0.0,5.25,13077.274,4248.285,250.261,41.79600000000001,1.06,168.92,1.98,0.185037480197349,0.7138284058424191,0.05743155335944301,3.36428190310538,114431.4801,684.0369525,7.058310007999999,222.6684085,29.96593088,116040.81656,651.2401222,1077.273009,485.4357603,43.57588894,22.4585618,520.8355955,13.16231597,336.8310457,18.684413600000006,8.37401755561883,1.28010622755166,0.7604771490667289,0.011488623807335
S5556/1005,icr042967,5.5,0.3,4.54,0.0,4.54,10905.28,3441.505,237.264,24.016,0.4,94.95,5.32,0.156859837179622,1.5815200052664098,0.056596878198434,4.6542601349058215,103632.5001,1564.12233,8.236591449,186.326826,40.01425636,101260.34682,624.9767866000002,1324.779753,445.72879360000013,35.07503533,32.01409377,436.7393446,10.748036,298.0962088,17.57825883,4.2296303867175,0.931794149748919,0.27566202132320394,0.008143130373928002
S5556/1006,icr042990,4.77,0.29,4.56,0.0,4.56,10947.909,3558.0690000000004,148.658,55.714,0.76,155.18,1.01,0.117964182432484,0.394345342110677,0.05975859537858999,4.01702903020534,63428.89857000001,399.3273504,5.7465185210000005,119.7941463,16.54098768,55648.35618,918.130767,1025.007848,263.53488680000004,52.2160438,18.94279818,302.143643,12.534636,241.3404253,19.00353858,3.52166283306542,0.980436694732378,0.7525680363899058,0.01253459033034
S5556/1007,icr043068,4.63,0.23,3.49,0.0,3.49,5714.101,3881.66,288.2340000000001,25.857,1.38,64.55,1.42,0.143203191187341,0.672714623657684,0.054355068912098,4.18561633378585,57694.20975,453.89791910000014,13.26846138,118.9945077,32.77763068,73976.31408,1103.619639,1000.862347,526.4540691000002,96.00293237,34.50444557,403.2283047,20.74947702,227.0734977,22.93527233,5.0776646559365,1.33032317700308,0.8907779890501442,0.00904792290654
S5556/1008,icr043152,,0.1,1.76,0.0,1.76,3316.99,1172.603,60.895,-2.818,1.26,20.23,0.93,0.097642672903937,0.449770892408969,0.05235280368146202,-1.81124718225013,34799.55902,253.9364322,5.266093727,46.91268837,7.107780792000001,20636.85977,477.3690579,750.766039,143.3197467,31.92862599,15.50319362,146.3453011,5.50766662,68.82316873,10.02119874,1.0052037845232,0.36264829335655,0.11301301326782195,0.001970416896107
S5556/1009,icr043153,4.49,0.05,0.98,0.0,0.98,3331.653,1112.493,41.472,-16.062,0.64,18.17,0.42,0.04320594244251,0.15370558267023302,0.059959290970409,-0.540385553198711,42908.07352,105.4538718,5.467587537999999,69.69937283,8.717152984,26296.34162,498.4639399,752.5088696,127.7750993,29.39443393,18.57725792,130.5438911,7.1331232270000005,42.5141763,10.56788788,1.09732983908615,0.39912175309526704,0.08905054869466802,-0.001475643416552
S5556/1010,icr043173,4.48,0.04,0.63,0.0,0.63,1641.966,957.186,19.058,-18.731,0.62,11.8,0.73,0.100218001345327,0.335390195762189,0.147975634551784,-2.7421649490921403,33231.85796,160.7215659,3.530682536,51.25555609,7.282223417000001,14313.78516,594.2149003,536.9096333,70.75619525,31.14774421,14.27089668,81.47239918,5.973458325,36.54180417,7.86518871,1.0130408612369202,0.5059173367139761,0.116873998182998,-0.001793824443144
S5556/1011,icr043212,4.99,0.08,1.24,0.0,1.24,3363.4190000000012,7273.166,2034.803,25.75,0.94,37.88,1.01,0.25299192665665804,1.09398420950422,0.126084555439513,2.1330871262514903,48708.76197,273.6452153,42.9158003,71.69294295,33.55625951,73146.71654,2124.825348,1417.277449,2525.88207,43.04540189,27.29989746,382.7752742,16.52649833,43.64701014,54.55128764,3.5893688400739,1.4102239640756002,0.17641288341170006,0.007067502452069002
S5556/1012,icr043231,4.64,0.08,1.35,0.0,1.35,3108.213,1305.675,68.991,17.418,1.1,19.2,0.71,0.093822111242688,0.34808237202221803,0.04892825151436,0.264583701849662,46142.00584,206.04856005,5.0906853375,53.643351675,8.8471576495,27433.08819,830.06634945,977.3753986,146.69537825,36.93563797,18.11763495,164.21622069999995,7.260182173,64.679092635,11.742846115,1.6522234745551898,0.522541343827113,0.192824285926293,0.002558542641617
S5556/1013,icr043248,5.81,0.12,2.0,0.0,2.0,2542.4770000000008,1714.936,297.848,42.256,2.72,11.28,4.63,0.360381591833916,1.50667853215388,0.053302979904265,4.4652420015272405,23253.55118,1177.5037,4.352712243,70.31632504,6.682575777,40470.6977,706.2820688999999,751.2405587999997,395.443926,35.94589645,9.103391217999999,236.3631063,9.414054434,98.69784941,7.820821157,3.69047662612404,0.6385323541594681,0.492483941294149,0.007985092879687
S5556/1014,icr043266,5.86,0.12,2.06,0.0,2.06,2652.382,1025.203,152.039,38.57,2.08,10.73,4.82,0.128786100162923,1.22690861057396,0.071970664612707,3.23445977176311,19179.73012,1232.88727,2.547881808,27.62811131,5.268871687,14263.776069999998,793.4633437000001,785.1655714999997,194.2437209,24.96952022,7.837866208999999,167.8845618,6.032264126,91.77557935,7.137891542999999,1.58370133102751,0.7150768977257329,0.19584484359767,0.006695699584257
S5556/1015,icr043287,5.16,0.11,1.5,0.0,1.5,3943.4,1818.96,7.204,10.783,1.66,167.04,0.54,0.12236925717998,0.134840631326887,0.101648751871192,-3.65461538180892,29397.51332,165.0586938,5.356381343,64.29292924,6.165225775,23736.39258,552.7532823,936.3419533,59.32774763,38.85759868,14.6537719,188.7514501,6.483915894,100.7515702,8.670697137000001,2.13069658438118,0.511807324085441,0.2500141684293889,0.002166228209061
S5556/1016,icr043300,4.45,0.07,1.16,0.0,1.16,2894.242,3829.298,110.053,-9.563,0.54,491.84,0.49,0.08342245581009901,0.235867341863814,0.07496393488250701,-1.1791900975733898,49505.13389,140.1808264,9.190946764,54.51711207,23.09493054,42619.18619,1195.820089,1192.801072,262.628655,45.57089515,19.811395,187.8325979,11.54250581,51.03001816,20.87586357,1.6269228256741202,0.941387142213833,0.132572789137897,-0.0012295919815339998
S5556/1017,icr043333,,0.05,0.6,0.0,0.6,2349.908,359.509,1.415,2.579,0.82,98.78,0.47,0.045806393162874,0.077803277482,0.081793857624021,-0.4577301620566671,18165.68128,95.18037766,3.540185995,43.26781477,3.878292339,12309.31752,286.42915939999995,462.7982782,39.39682721,24.00109297,9.595032498,91.64954864,4.0175399239999985,43.38977558,5.198397938,1.26709355326595,0.4063412574603061,0.108485293744435,-0.000878085060753
S5556/1018,icr043347,5.71,0.09,1.6,0.0,1.6,1484.05,2531.656,686.37,-8.472000000000001,1.21,108.64,2.66,0.18855930610793808,1.0711668524172,0.04126095133159298,2.93664120397082,19174.53907,683.9411327,16.18629417,60.74993502,15.01894943,56000.53546,1518.040086,814.1760504,963.4699264,30.57172152,9.86470625,206.9696097,15.95183096,55.41705442,20.30795251,3.92452951665511,0.8624170183217921,0.25590562962185,0.003942626441552
S5556/1019,icr043401,4.78,0.16,2.51,0.0,2.51,3077.804,2719.295,49.607,23.086,1.84,230.69,0.86,0.125686252727101,0.396146263073442,0.06515455609660599,0.050282497030379986,43816.65979,285.0818831,5.714555157,104.7992186,10.54568512,77001.62732,838.7303557999999,1139.865072,163.6117252,49.61788387,14.19857358,361.7948631,13.08976928,126.1381349,12.29970269,13.399574821806901,0.847031804531935,0.392054080287943,0.002587578587362
S5556/1020,icr048451,7.68,0.05,0.7,0.1,0.64,1583.47,1773.602,219.693,-32.293,0.72,112.74,6.89,0.2828863581792561,11.2717167924295,1.09052777893821,18.6242897700662,35680.37028,3596.367666,12.44618228,132.88859490000002,26.01160539,26861.58338,2654.341718,3751.900146,314.6335325,513.7274699,42.33931915,58.27157514,7.722001652,72.88508665,28.01076355,0.899861854272418,0.720858525143788,0.054213560709387,0.011049748349455
S5556/1021,icr048485,7.71,0.07,1.46,0.3,1.16,2990.771,2808.417,1766.973,-6.521,1.48,161.59,27.37,0.438043538210101,32.45863165603789,0.18699727267188893,67.1954992083828,52888.77516000001,14149.03241,48.47982472,399.9163386,57.40246574,54449.94891,1051.096313,15416.3255,1986.1083670000005,832.2124097999997,116.5085933,140.8656783,6.03021209,88.57963141,47.46639215,1.02050527702437,0.7869668482889549,0.019824723179705,0.050508084909468
S5556/1022,icr048520,6.8,0.07,0.94,0.0,0.94,1504.773,1570.869,245.915,-42.0,0.8,123.62,7.35,0.322054658744754,6.381363273400531,0.9511121018276758,10.6466782139827,35337.536065,3676.975382,17.249631605,80.204166415,21.652275565,35643.393525,3265.6441075,2924.8089075,395.78330635,413.2296192,36.750599115,90.044253795,13.417197685,103.28208935,37.845883975,2.9304476053143595,1.0517012362611502,0.137476112300288,0.02797080528312
S5556/1023,icr048567,5.72,0.12,1.73,0.0,1.73,2385.802,4717.86,283.031,-42.453,1.4,202.11,10.26,0.24580179296798105,6.473079471713637,0.35521474630113103,13.025902422365501,53094.2197,2306.463689,20.09168857,245.9514622,59.66917594,53601.44632,1058.7271460000004,1983.019319,412.0599531,212.4820862,61.38922248,159.46519990000004,5.550644325,170.6235584,30.56032558,0.8589773676084742,0.735011683239578,0.16407446870367,0.012036977549883998
S5556/1024,icr048585,4.7,0.07,0.96,0.0,0.96,724.956,1884.079,35.982,-50.50899999999999,0.42,86.49,1.41,0.201044541885453,1.3292700114379798,0.18187616614447305,2.35362695655864,13802.27176,233.3511858,4.777246725,33.27657696,7.691649466,16770.68846,1017.60381,449.0363659,65.10358689,54.86542583,11.72756116,76.77132468,7.1762380760000015,79.45792669,14.03519689,1.24525041058372,0.7807663336540059,0.212554922818929,0.002411485342842
S5556/1025,icr048642,5.41,0.3,4.54,0.0,4.54,3645.62,7128.5059999999985,527.563,-17.459,2.46,247.72,11.67,0.33901552261863,4.693644484673941,0.138701959007833,18.4163823069744,70783.44533999999,3140.862626,28.91033207,516.3081252000002,72.84077702,78540.55704,935.8625643,1809.274022,757.2464928999997,142.0991875,78.88117501,384.6753665,8.86696696,403.8985101,40.13438009,2.36868174775676,1.15883974408551,0.4741336090427391,0.042016690585814
S5556/1026,icr048664,5.61,0.1,1.56,0.0,1.56,1306.778,2345.729,280.89,-36.402,1.54,61.63,4.42,0.575578530012814,2.69323972022218,0.096035763446475,4.303408928389629,22244.62084,1210.93805,12.27671901,72.47948884,17.29886297,24092.28435,2175.006965,1545.7674869999994,382.1702157,126.5012812,23.37730777,153.1530204,7.614965784,144.2487085,27.5782587,1.30043228898002,0.8217217296895559,0.261662113175844,0.035338217713496003
S5556/1027,icr048722,5.37,0.19,2.92,0.0,2.92,3811.525,5770.194,800.21,-50.865,0.6,310.9,11.44,0.23605170516365195,7.0324015091545,0.161940267798085,19.735252620906202,84856.21167,2698.885642,46.87407081,361.8497728,78.55476792,92651.00676,1534.947882,3011.872898,1094.573196,138.3377394,108.8877611,227.1775689,9.058159447000001,213.8406883,52.10643142,1.5293924459842398,1.02844951061123,0.090780087287251,0.024332815582595
S5556/1028,icr049069,7.25,0.03,0.31,0.0,0.31,607.839,787.416,185.227,12.414,3.45,49.75,6.34,0.635537182435042,1.88722439498046,0.055611973255004006,4.01620585016123,20995.36112,2871.408395,8.893862019,54.85398668,17.69304307,26648.90495,4337.572682,3883.784985,384.0111532,231.4462228,20.30261056,221.1234958,9.058589326,42.93629884,37.04906341,2.63345795634942,0.513338006618736,0.134747438561949,0.061972095554261
S5556/1029,icr049074,6.93,0.03,0.28,0.0,0.28,588.51,912.108,95.311,-19.384,5.46,79.73,3.25,0.433106494502318,1.82323946348488,0.05552500429068799,1.7216846996436497,15067.64321,1781.716623,6.92796329,46.33597019,9.654801928,24379.29003,2494.071238,2355.935283,273.7836441,208.3386461,14.78773953,146.9215153,7.314835319,35.0501515,26.81901294,3.82195697942544,0.520581079963533,0.29315650756352696,0.037044018201378
S5556/1031,icr049735,5.24,0.12,1.63,0.0,1.63,1530.935,3616.817,5.354,57.359,7.88,145.31,4.81,3.6539372161961,21.578941468833605,62.2910746475196,32.3332190658409,49810.03908,1439.916099,10.84826145,78.02917203,26.69726211,52564.41509,8452.905013,8660.076226000001,140.7555217,15384.64182,28.58085442,389.4274575,15.68334842,2383.435755,59.51564172,6.59264900405346,1.29375339999775,0.620393392869809,0.002722474100788
S5556/1032,icr049934,,0.01,0.31,0.0,0.31,114.213,171.361,3.99,-54.073,2.18,31.05,0.31,0.040708160897021006,0.112674503270932,0.19466452959094896,-2.33992614033599,929.65192095,83.85510481,0.65422938895,3.0945896360000003,0.6258083171,671.298401,103.9882286,55.99678297,13.35589347,65.79265621,0.4243131523,23.05457787,1.27709266,32.40024555,0.8467070521,0.067338682559068,0.058418717416403,0.030883356029641006,-0.0023812787529390003
S5556/1033,icr050155,6.52,0.11,1.85,0.0,1.85,2284.2470000000008,6327.495,322.682,1205.07,27.5,99.68,16.65,0.257941745702499,4.05949741699239,0.097026430635335,21.360749763278502,47471.71722,18213.41213,28.25961599,16.690093599999994,37.03351838,75575.49377999999,6901.689881,10771.48235,560.5302542000002,160.7973808,16.41626656,6306.783621000001,19.43290646,183.3362431,75.72000376,2.87734013027548,2.7694992933317994,0.565445422817311,0.05139284239140099
S5556/1034,icr050175,5.67,0.08,1.52,0.0,1.52,1686.237,3521.9,201.078,-28.781,1.04,91.67,12.58,0.1986489547627389,6.818265545361039,0.344733230461271,20.5023739818429,38213.44785,2734.893496,12.74025484,62.96561321,30.04315699,34735.76646,3135.861836,6614.501653,357.2620232,188.9322994,25.57549667,174.7543751,11.94414367,96.01859397,51.92139918,1.90884383422327,1.75781441487692,0.351364404525565,0.009999034262577
S5556/1035,icr050214,5.26,0.03,0.54,0.0,0.54,1616.575,583.6419999999998,10.318,-47.739,2.12,27.91,0.81,0.06529088057537001,0.36344406401974894,0.057724201775457,-2.77733347106736,11153.21474,229.6923576,2.72689452,11.07729808,2.163901703,4901.938348,174.9123131,145.9729523,41.92844721,59.36769179,4.1932743289999985,55.1459123,4.052951765,30.95984035,3.856231348,0.08976657385067,0.16650837614552402,0.02846716829792,-0.003860526198657
S5556/1036,icr050215,4.88,0.02,0.37,0.0,0.37,3071.0290000000005,830.752,3.395,-31.074,1.16,123.37,0.52,0.048368620543604,0.554758051923472,0.156540022106179,3.37290392245038,23460.62339,138.210994,4.109027985,13.86592568,4.441048899,8343.207276000001,202.7277184,242.0980874,33.10132855,93.99957232,8.75808018,60.68218429,5.5611591439999986,22.29051981,5.331020897,0.26614725181620497,0.416907600576804,0.032021423474845004,-0.001436553683462
S5556/1037,icr050234,5.66,0.08,1.37,0.0,1.37,2296.817,7389.67,438.725,1422.996,30.76,84.83,6.27,0.400151466125126,2.23445881094425,0.088191242558747,6.42791323180045,21738.24281,9555.425865,18.12925192,17.50508921,10.91477323,37901.81544,1422.794032,1511.922001,724.0471296000003,87.63899051,11.74250641,4410.604305,13.89416153,110.0932569,29.47135408,1.7384460045294698,1.7703112453841698,0.256019219135815,0.015194489645853003
S5556/1038,icr050254,6.14,0.04,0.85,0.0,0.85,2089.338,620.462,209.628,-29.421,2.31,97.42,2.25,0.16108819559929702,0.724190834807653,0.052260361444735,4.2544720812829,16439.13085,605.7258303,4.853925342,5.560588775,3.83785612,7607.328425,777.7594074,364.5431127,329.1360606,72.88434305,3.415656091,151.9348733,11.8795828,54.02784659,10.59013695,0.479541306305804,0.604729839872073,0.129668634453269,0.001790626718559
S5556/1039,icr050274,5.67,0.03,0.53,0.0,0.53,1873.572,818.347,142.757,-52.432,0.78,117.2,1.56,0.130636964062376,0.686653588644312,0.075427234934726,4.4998325156966,13827.40472,532.7152227,4.814452178,8.710961034,2.230903959,7265.600009999999,400.0651012,445.3586368,227.7068124,140.8416315,3.877716045,47.01986569,2.58822405,36.88533897,5.787739498,0.031574527234167,0.130141057031071,0.049207070000095984,-0.000476981119845
S5556/1040,icr050294,5.99,0.1,1.82,0.0,1.82,3205.838,6357.554,469.126,66.47800000000001,3.08,112.71,7.9,0.141700697498357,3.75947885784818,0.9798542937336808,11.6772086314271,32415.965610000014,2157.348254,28.09896784,58.42342178,36.02126418,46369.93524,424.7531805,1613.24324,877.4052565,355.37665939999994,21.9224745,258.7843105,5.31644791,94.04397229,21.11633917,0.495176781347228,0.8657750461776771,0.052361494870304,0.0076826536528539985
S5556/1041,icr050354,5.79,0.01,0.24,0.0,0.24,385.61300000000006,334.376,66.764,-58.614,0.56,42.28,0.69,0.065529434988222,0.168208306274429,0.065306538851175,1.85949562786358,3052.056793,173.0132439,1.869176114,6.610336049,1.3823902419999998,2645.306204,291.809434,99.8237679,98.90558841,41.23668843,1.818033497,33.83149536,3.03117694,20.35996708,2.212451282,0.011926982827089,0.109748281805648,0.056091772561612,0.000159998356068
S5556/1042,icr050355,6.33,0.02,0.48,0.0,0.48,696.7489999999997,556.197,152.43,-55.517,1.16,47.85,1.66,0.07315831869927901,0.472740824357128,0.054883391340296,1.92693251230275,3552.63384,440.71371795,2.563795286,6.1854926685,2.2085651395,2929.547899,444.83706995,162.07932390000005,188.4709311,68.3314292,1.8005665990000002,52.88234837,3.0068742815,26.4349387,3.746747296,0.041806338452812994,0.104940928532155,0.059464346005155,-0.001902250730719
S5556/1043,icr050395,5.46,0.01,0.26,0.0,0.26,659.8330000000002,177.28400000000005,7.471,-60.602,0.66,41.45,0.59,0.07052134220669501,0.236492522032504,0.063530043281114,3.5013903639911903,5262.567865,151.4173227,1.433834094,1.565023756,1.028518071,2440.447411,899.1495722999997,186.1919763,138.0300233,115.3852375,0.5204944804,19.8002579,4.641118083,19.92293634,5.86997103,0.041171687949302,0.196562307658607,0.015346712805411,-0.002404510330749
S5556/1044,icr050415,5.45,0.02,0.38,0.0,0.38,1093.655,644.663,199.704,-56.673,0.36,38.32,1.09,0.1306955409826,0.465310458588768,0.055763480983464,3.4271825513321,24903.01935,268.6282584,6.221657512,6.167726245,4.658485154,14123.023319999998,1186.514403,786.4293888999997,455.4020687,61.9479984,3.946342383,114.7864812,15.10845634,29.73556067,20.64423356,0.6540023232100141,0.7701471215732401,0.027859274362202004,-0.004379445965393
S5556/1045,icr050435,5.21,0.06,1.07,0.0,1.07,2113.462,2829.421,155.572,-53.752,0.48,121.52,3.08,0.07527170327098599,2.48482377782349,0.281136567362924,5.13823049974547,32100.10632,851.8897015000001,13.46480413,24.06111047,34.519878799999994,35063.55776,266.9175492,902.7065155,277.01937860000004,144.36517680000003,15.10948868,94.35780888,3.763904209,58.80686468,12.42857931,0.3243688579595481,0.530201223222062,0.143302448788477,-0.0016329968679760002
S5556/1046,icr054165,6.39,0.15,2.2,0.0,2.2,1964.567,11456.27,1520.168,233.403,14.48,80.46,9.48,0.524451228825806,2.23427795926764,0.064597082114883,11.815077905141699,21948.06181,2413.384825,15.85116414,65.77631198,24.195228,54425.73299,2103.471635000001,839.0985086000003,1826.153432,92.54405206,19.46109762,524.5094295,20.55863681,157.58565330000005,61.47191817,1.63831136571513,1.06945982251856,0.762875134909616,0.10011826850011996
S5556/1060,icr054201,5.73,0.18,2.36,0.0,2.36,1063.973,6068.236,851.092,103.083,7.5,187.98,2.87,0.416824383003865,1.48685686410204,0.084856483785901,5.8686113906329584,12752.81717,821.9580363,8.107387895,25.77266942,10.73215788,16571.10706,916.4389834,499.3861172,965.4099101,57.82376083,9.573743662,275.12148019999995,13.26128517,207.9332447,23.13039155,0.721277837735497,0.976608412666144,0.646014690621475,0.001008271977247
S5556/1061,icr054202,4.85,0.04,0.72,0.0,0.72,625.349,2352.792,147.785,-13.41,2.24,54.17,0.86,0.16606050810393302,0.344524473318247,0.090651420626632,1.77837467079587,7260.027031,216.2179133,3.5876080960000003,15.31719139,5.828437722,7332.927195,506.4848234,196.2948212,211.0370529,49.25280773,4.817851962,97.08091552,8.89848406,60.21354804,9.827968769,0.322882670224719,0.7186715459401428,0.29201452772339603,-0.024476059733218
